salaries|company|location|position
105000|Asynchrony Labs|New York, NY|Software Engineer
155000|Bloomberg|New York, NY|Senior Application Engineer - Contracts, Contributions and Security
152000|Artsy|New York, NY|Full Stack Software Engineer
120000|Squarespace|New York, NY|Software Engineer Intern - Mobile
55000|canfield scientific|Parsippany, NJ|Systems Test Engineer
95000|Canary|New York, NY|QA Engineer
121000|Clever Devices|New York, NY|Software Engineer
108000|Amazon|New York, NY|Sr. Software Developer, Amazon Fresh and Prime Now
122000|IPsoft|New York, NY|Senior Software Engineer
121000|New York Times|New York, NY|Software Engineer
68000|American Cybersystems|New York, NY|Software Engineer Intern - New York
167000|WeWork|New York, NY|Senior Full-Stack Software Engineer - Digital
111000|Nasdaq|New York, NY|Software Engineer
106000|Hardesty and Hanover|New York, NY|Senior Civil Engineer
69000|Rent the Runway|New York, NY|Software Engineer - Supply Chain
156000|Integral Ad Science|New York, NY|Data Scientist
157000|Kensho|New York, NY|Software Engineer - Indices
151000|Dropbox|New York, NY|Software Engineer
123000|Farfetch|New York, NY|Senior Software Engineer (Python)
139000|New York Times|New York, NY|Senior Software Engineer, Personalization
171000|T. Rowe Price|New York, NY|Software Engineering Manager - Test Automation - NYC Architecture
101000|Disney|New York, NY|Software Engineer, Web
162000|Tradeweb Markets LLC|Jersey City, NJ|Senior C++ Software Engineer
82000|Langan Engineering and Environmental Services|Parsippany, NJ|Applications Developer - 2 to 4 Years Experience
110000|LGS Innovations|Florham Park, NJ|Software Engineer I
110000|Intent Media|New York, NY|Full Stack Software Engineer
82000|Affinity Solutions|New York, NY|Mid-Level PHP Programmer / Software Engineer
63000|Clevertech|New York, NY|Ruby on Rails Engineer
111000|API Systems|Hempstead, NY|Software Engineer
81000|FAST|Iselin, NJ|Software Engineer (Entry Level) - Software Implementation Consultant
90000|MDRC|New York, NY|Salesforce Engineer
149000|Squarespace|New York, NY|Software Engineer - Data (Univ. Grad)
86000|Hardesty and Hanover|New York, NY|Civil Engineer
69000|SinglePlatform|New York, NY|QA Engineer
102000|Calypso Technology|New York, NY|Software Engineer
81000|1010data|New York, NY|Data Scientist, Intern (2019)
87000|Data Pioneer|New York, NY|SOFTWARE ENGINEER
106000|Clever Devices|New York, NY|Manager, Software Engineering in Test
167000|INTTRA|Parsippany, NJ|Lead Network Engineer
118000|Vidyo|Hackensack, NJ|Software Engineer C/C++
105000|DoorDash|New York, NY|Data Scientist, Analytics
60000|Movable Ink|New York, NY|QA Analyst
164000|Bloomberg|New York, NY|Senior SAP ABAP Engineer
142000|Oscar Insurance|New York, NY|Software Engineer: Intern 2019 - Web & Mobile
183000|Spotify|New York, NY|Lead Machine Learning Engineer Recommendations
55000|QualiTest Group|New York, NY|QA Engineer
127000|Taboola|New York, NY|Data Engineer, People Analytics
115000|Disney|New York, NY|Software Engineer
164000|Foursquare|New York, NY|Senior Software Engineer
149000|Squarespace|New York, NY|Software Engineer - Test Tools & Infrastructure
174000|Bloomberg|New York, NY|Senior Software Engineer Fixed Income Core
157000|The Daily Beast|New York, NY|Software Engineer
137000|S&P Global Ratings|New York, NY|Data Scientist
151000|Integral Ad Science|New York, NY|Senior Software Engineer
144000|Bounce Exchange|New York, NY|Software Engineer - Full-Stack
174000|Bloomberg|New York, NY|Senior Software Engineer - Fixed Income Pricing & Risk
146000|Lyft|New York, NY|Software Engineer
123000|Helix|New York, NY|Software Engineer
129000|Medidata Solutions|New York, NY|Senior Software Engineer (Ruby, Java, or Python)
125000|MakeSpace|New York, NY|Software Engineer
156000|Dataminr|New York, NY|Software Engineer, Machine Learning
150000|Turbonomic|New York, NY|Senior Full-Stack Software Engineer
101000|Walt Disney Company|New York, NY|Software Engineer
135000|Audible|Newark, NJ|Software Engineer
120000|Squarespace|New York, NY|Software Engineer Intern - Mobile
130000|Asana|New York, NY|Data Scientist
103000|Bloomberg|New York, NY|Software Engineer / Research Scientist - Question Answering
86000|IPsoft|New York, NY|QA Engineer
123000|WayUp|New York, NY|Sr. Back End Engineer (Python/Django)
82000|Vettery|New York, NY|Software Engineer
107000|Hudson River Trading|New York, NY|Software Engineering Internship - Summer
119000|Wyng|New York, NY|Software Engineer
117000|WeWork|New York, NY|Infrastructure Engineer
105000|DoorDash|New York, NY|Data Scientist, Analytics
138000|ExtraHop Networks, Inc.|New York, NY|Sr. Pre-Sales Engineer
103000|Tradeweb Markets LLC|Jersey City, NJ|Application Developer
141000|Bluecore|New York, NY|Software Engineer
140000|DTCC|New York, NY|Principal Software Engineer (AWS Cloud)
137000|SeatGeek|New York, NY|Software Engineer
182000|OKCupid|New York, NY|Senior Software Engineer - Backend
70000|Datadog|New York, NY|Software Engineer Intern
165000|Handy|New York, NY|Software Engineer
171000|Two Sigma|New York, NY|Quantitative Software Engineer, High Frequency Trading
172000|Jump Trading|New York, NY|Software Engineer, Trading Infrastructure
111000|J.P. Morgan|New York, NY|Software Engineer
109000|Northwestern Mutual|New York, NY|Sr Software Engineer, Financial Algorithm
146000|Lyft|New York, NY|Software Engineer, All Teams
97000|Oath|New York, NY|Software Engineering Intern
123000|Farfetch|New York, NY|Senior Software Engineer (Python)
103000|Bloomberg|New York, NY|Machine Learning Research Scientist - Text Analytics
118000|MailChimp|New York, NY|Software Engineer, Systems (Brooklyn)
170000|Spotify|New York, NY|Senior Software Engineer - Data and Backend Services
110000|BAMTECH Media|New York, NY|Software Engineer
120000|33Across|New York, NY|Software Engineer
95000|OppenheimerFunds|New York, NY|Java Software Developer / Engineer
143000|Open Systems Technologies (NYC)|New York, NY|Site Reliability Engineer 120705
174000|Bloomberg|New York, NY|Senior Software Engineer - Bloomberg Vault
88000|Clever Devices|New York, NY|Senior QA Engineer
86000|automotiveMastermind Inc.|New York, NY|Software Engineer
109000|Consensys|New York, NY|Software Engineer
141000|Bluecore|New York, NY|Software Engineer
170000|Spotify|New York, NY|Senior Software Engineer, Compliance
118000|Millennium Management (Investment Firm)|New York, NY|QA Engineer
133000|Greenhouse Software|New York, NY|Software Engineer
130000|Pariveda Solutions|New York, NY|Software Developer
116000|Micro Focus|New York, NY|Sales Engineer, Identity & Governance Products
174000|Bloomberg|New York, NY|Senior Software Engineer - Trade Automation & Execution (Full Stack)
155000|Bloomberg|New York, NY|Senior Application Engineer - Contracts, Contributions and Security
118000|VTS|New York, NY|Software Engineer
84000|InfiCare Technologies|New York, NY|Trainee Associate Software Engineer
89000|Appway|New York, NY|Solution Engineer
88000|OrderGroove|New York, NY|Software Engineer
127000|Pencom Systems|Brooklyn, NY|Software Engineer
174000|Bloomberg|New York, NY|Senior Software Engineer - HR Engineering
81000|1010data|New York, NY|Data Scientist, Intern (2019)
142000|MongoDB|New York, NY|Software Engineer, Golang
127000|CrowdTwist|New York, NY|Software Engineer
103000|TMP WORLDWIDE|New York, NY|Data Science Engineer
135000|Enigma|New York, NY|Data Scientist
127000|Taboola|New York, NY|Data Engineer, People Analytics
111000|High 5 Games|New York, NY|Game Engineer
139000|Macquarie Group|New York, NY|Software Engineer
171000|Integral Ad Science|New York, NY|Lead Software Engineer, Javascript
89000|Vidyo|Hackensack, NJ|Junior Software Engineer C/C++
152000|Bloomberg|New York, NY|Software Engineer - Multi Asset Risk Systems (MARS)
101000|Walt Disney Company|New York, NY|Software Engineer
104000|American Express|New York, NY|Software Engineer
123000|Fareportal Inc.|New York, NY|Sr. Software Engineer - .Net
144000|Bounce Exchange|New York, NY|Software Engineer
101000|T. Rowe Price|New York, NY|Senior Platform Engineer - NYC
174000|Bloomberg|New York, NY|Senior Software Engineer (Productivity) - Trading Solutions
151000|WeWork|New York, NY|Technical Program Manager
81000|FAST|Iselin, NJ|Software Engineer (Entry Level) - Software Implementation Consultant
74000|Syska Hennessy|New York, NY|Senior Electrical Engineer (Design Engineer)
109000|Consensys|New York, NY|Software Engineer
111000|Nasdaq|New York, NY|Software Engineer
134000|LiveLike|New York, NY|Sr. Software Engineer, Multi-user Systems
101000|Millennium Partners|New York, NY|QA Engineer
99000|Tradeweb Markets LLC|Jersey City, NJ|QA Automation Engineer/Lead
166000|HBO|New York, NY|Data Scientist
130000|Transfix|New York, NY|Software Engineer
145000|Bloomberg|New York, NY|Senior Software Engineer Application Frameworks
91000|MoviePass|New York, NY|Software Engineer
127000|Pencom Systems|Brooklyn, NY|Software Engineer
79000|Avanade|New York, NY|Entry Level-Software Engineer
145000|Bloomberg|New York, NY|Senior Software Engineer Application Frameworks
154000|Venmo|New York, NY|Software Engineer, Data
135000|S&P Global|New York, NY|Data Scientist
171000|Two Sigma|New York, NY|Software Engineer
125000|Capital One|New York, NY|Software Engineer, Full Stack
131000|Calypso Technology|New York, NY|Senior Software Engineer - Blockchain
130000|Asana|New York, NY|Data Scientist
174000|Bloomberg|New York, NY|Senior Software Engineer - Developer Experience
108000|MLB.com|New York, NY|Software Engineer
108000|Chase|New York, NY|Software Engineer
71000|Lockheed Martin|Uniondale, NY|Software Engineer Associate
127000|Dow Jones|New York, NY|Software Engineer
93000|IntraEdge|New York, NY|Software QA Automation Engineer
158000|Etsy|New York, NY|Senior Software Engineer, Data Engineering
132000|Phreesia|New York, NY|Data Scientist
99000|Two Bulls|Brooklyn, NY|Software Engineer
108000|Metropolitan Transportation Authority|New York, NY|COMPUTER SPECIALIST (SOFTWARE) 1 - 4
107000|WorkFusion|New York, NY|Data Scientist
120000|Veritas|New York, NY|Sales Engineer
172000|Jump Trading|New York, NY|Software Engineer, Trading Infrastructure
129000|Slalom LLC.|New York, NY|QA Engineer
109000|DTCC|Jersey City, NJ|Software Engineer
86000|Integral Ad Science|New York, NY|QA Engineer - Mobile, Automation
101000|Bentley Systems|New York, NY|Software Engineer I
123000|Fareportal Inc.|New York, NY|Sr. Software Engineer - .Net
141000|Bluecore|New York, NY|Front End Software Engineer
141000|Gemological Institute of America, Inc.|New York, NY|Data Scientist
134000|LiveLike|New York, NY|Sr. Software Engineer, Multi-user Systems
83000|StructuredWeb|New York, NY|Software Engineer
73000|Medidata Solutions|New York, NY|Sr Test Engineer I
117000|Conductor|New York, NY|DevOps Engineer
127000|Integral Ad Science|New York, NY|Big Data Engineer
88000|Splash|New York, NY|QA Engineer
110000|Intent Media|New York, NY|Full Stack Software Engineer
181000|Squarespace|New York, NY|Senior Software Engineer - Data Platforms
190000|Namely|New York, NY|Staff Software Engineer
137000|SeatGeek|New York, NY|Software Engineer - SG Open
128000|Xaxis|New York, NY|Software Engineer
146000|BARK|New York, NY|Software Engineer
152000|Bloomberg|New York, NY|Software Engineer - Multi Asset Risk Systems (MARS)
190000|Namely|New York, NY|Staff Software Engineer
97000|Prudential|Roseland, NJ|Software Engineer
132000|Reaktor|New York, NY|Software Engineer
76000|H2M|New York, NY|Department Manager - Structural Engineering
158000|Etsy|New York, NY|Senior Software Engineer, Data Engineering
68000|Arkadium|New York, NY|Software Development Intern
138000|Northwestern Mutual|New York, NY|Software Engineering Manager
79000|POWER Engineers|New York, NY|Entry-Level Electrical SCADA/Studies Engineer
167000|Conductor|New York, NY|Senior Software Engineer - Tools and Infrastructure
119000|MasterCard|New York, NY|Consultant, Software Engineering
66000|GEI Consultants Inc|Bloomfield, NJ|Environmental Scientist/Geologist/Engineer
110000|Allrecipes.com|New York, NY|Software Engineer
150000|1010data|New York, NY|DevOps Engineer (Contract)
132000|Reaktor|New York, NY|Software Engineer
74000|Syska Hennessy|New York, NY|Senior Electrical Engineer (Design Engineer)
89000|The Trade Desk|New York, NY|Software Engineer Intern
103000|Bloomberg|New York, NY|Software Engineer / Research Scientist - Question Answering
93000|Novetta|New York, NY|Computer Vision & Image Processing Engineer
127000|WeWork Global Technology|New York, NY|Full Stack Software Engineer
64000|MoviePass|New York, NY|QA Engineer
152000|Bloomberg|New York, NY|Software Engineer/SRE- Application Middleware
93000|IntraEdge|New York, NY|Software QA Automation Engineer
101000|Showpad|New York, NY|Enterprise Solutions Engineer
127000|CohnReznick LLP|New York, NY|Sr. Applications Developer , Temp to Perm
173000|1010data|New York, NY|Sr. Software Development Engineer, Single Sign On
90000|General Dynamics Information Technology|New York, NY|Application Developer
86000|Integral Ad Science|New York, NY|QA Engineer - Mobile, Automation
174000|Bloomberg|New York, NY|Senior Software Engineer - Electronic Trading (C++)
81000|Renaissance Learning|New York, NY|Junior Software Engineer
173000|Bloomberg|New York, NY|Senior Systems Engineer - Infrastructure Bloomberg Platform
151000|Dropbox|New York, NY|Software Engineer
151000|Rent the Runway|New York, NY|Data Scientist
74000|Medidata Solutions|New York, NY|Test Engineer II
110000|Intent Media|New York, NY|Full Stack Software Engineer
98000|SpaceAge|Jersey City, NJ|Software Engineer
167000|WeWork|New York, NY|Senior Full-Stack Software Engineer - Digital
197000|CNA|New York, NY|Claims Consulting Director - Architects, Engineers, and Contractor Liability
97000|LGS Innovations|Florham Park, NJ|Software Test Engineer
102000|GE Power|Livingston, NJ|Software Engineer
81000|Geller & Company|New York, NY|Jr Desktop Engineer
162000|Hudson River Trading|New York, NY|Algo Software Engineer (C++/Python)
152000|Artsy|New York, NY|Full Stack Software Engineer
116000|Tradeweb Markets LLC|Jersey City, NJ|Network Engineer
143000|Open Systems Technologies (NYC)|New York, NY|Site Reliability Engineer 120705
174000|Bloomberg|New York, NY|Senior Software Engineer Communication Systems
172000|Jump Trading|New York, NY|C++ Software Engineer, Trading Team
144000|Bounce Exchange|New York, NY|Software Engineer
135000|Match|New York, NY|Senior Software Engineer - Backend
142000|Flatiron Health|New York, NY|Software Engineer
77000|Synechron|New York, NY|Software Application Developer
135000|Audible|Newark, NJ|Software Engineer
118000|Vidyo|Hackensack, NJ|Software Engineer
133000|Tradeweb Markets LLC|Jersey City, NJ|Senior DevOps Engineer
167000|Conductor|New York, NY|Senior Software Engineer - Tools and Infrastructure
208000|Namely|New York, NY|Principal Software Engineer
140000|BCG Digital Ventures|New York, NY|Lead Backend Engineer
174000|Bloomberg|New York, NY|Senior Software Engineer - Trading Systems
117000|Peloton Interactive|New York, NY|Software Engineering Internship- Summer
95000|Fuze|New York, NY|Java Engineer
174000|Bloomberg|New York, NY|Senior Backend Software Engineer Trade Automation & Execution
76000|Clevertech|New York, NY|Back End Data Engineer
84000|Fiserv|Parsippany, NJ|Java Software Engineer
86000|Computer Generated Solutions|New York, NY|Sr. Infrastructure Systems Engineer
174000|Bloomberg|New York, NY|Senior Software Engineer
122000|BCG Digital Ventures|New York, NY|Backend Engineer
130000|Yext|New York, NY|Software Engineer
150000|Bloomberg|New York, NY|Senior Web Engineer - Marketing
124000|IPC Systems, Inc.|New York, NY|Systems Engineer
182000|OKCupid|New York, NY|Senior Software Engineer - Backend
89000|Flatiron Health|New York, NY|QA Engineer, Manual
96000|Infor Global Solutions, Inc.|New York, NY|Software Engineer
111000|J.P. Morgan|New York, NY|Mobile Software Engineer
173000|1010data|New York, NY|Sr. Software Development Engineer
69000|Impact|New York, NY|Software Engineer: Platform
107000|TD Ameritrade|Jersey City, NJ|Software Developer (ReactJS/NodeJS), Cloud Platforms
89000|Neverware|New York, NY|Software Engineer
115000|Disney|New York, NY|Software Engineer
101000|MasterCard|New York, NY|Software Engineer
140000|Volant Trading|New York, NY|Senior Network Engineer
94000|Knewton|New York, NY|Software Engineering Internship - Summer
151000|Rent the Runway|New York, NY|Data Scientist
93000|Renaissance Learning|New York, NY|Software Development Engineer in Test (SDET)
174000|Bloomberg|New York, NY|Senior Software Engineer - Trading Systems
174000|Bloomberg|New York, NY|Senior Software Engineer - JavaScript
181000|Squarespace|New York, NY|Senior Software Engineer - iOS
181000|Squarespace|New York, NY|Senior Software Engineer - Frontend
128000|1010data|New York, NY|Software Engineer
86000|Vitals|Lyndhurst, NJ|Data Engineer
110000|ThoughtWorks|New York, NY|Senior Software Developer
122000|IPsoft|New York, NY|Senior Software Engineer
136000|Adaptly|New York, NY|Software Engineer
95000|Greystone &Co|New York, NY|QA Engineer
71000|IBM|New York, NY|Software Developer - Intern/Coop
110000|Medidata Solutions|New York, NY|Software Engineer
84000|Digitas|New York, NY|Data Scientist
61000|IPsoft|New York, NY|Help Desk Engineer
170000|Two Sigma|New York, NY|Data Scientist
123000|Farfetch|New York, NY|Senior Software Engineer (Python)
105000|Kaplan|New York, NY|Software Engineer
113000|Rodale|New York, NY|Software Engineer
76000|Clevertech|New York, NY|Back End Data Engineer
133000|Symphony|New York, NY|Senior DevOps Engineer
120000|Squarespace|New York, NY|Software Engineer Intern - Internal Products
161000|Better Mortgage|New York, NY|Software Engineer
165000|Two Sigma|New York, NY|Software Engineering Internship
99000|Tradeweb Markets LLC|Jersey City, NJ|QA Automation Engineer/Lead
77000|Synechron|New York, NY|Software Application Developer
94000|AlphaSights|New York, NY|Software Engineer
182000|OKCupid|New York, NY|Senior Software Engineer - Android
140000|Volant Trading|New York, NY|Senior Network Engineer
105000|Asynchrony Labs|New York, NY|Software Engineer
124000|M3 USA|New York, NY|Senior Software Engineer
120000|Squarespace|New York, NY|Software Engineer Intern - Data
120000|Squarespace|New York, NY|Software Engineer Intern - Data
145000|Bloomberg|New York, NY|Senior Software Engineer - App Portal
101000|Showpad|New York, NY|Enterprise Solutions Engineer
100000|Nasdaq|New York, NY|QA Test Engineer Senior Specialist
113000|Quicken Loans|New York, NY|Software Engineer - Progress - REMOTE
131000|1010data|New York, NY|Software Data Engineer
106000|Syska Hennessy|New York, NY|Senior Mechanical Engineer (HVAC Design)
89000|Appway|New York, NY|Solution Engineer
157000|Uber|New York, NY|Sr Infrastructure Software Engineer - Observability
146000|Lyft|New York, NY|Software Engineer, All Teams
100000|MightyHive|New York, NY|Technical Solutions Engineer
89000|The Trade Desk|New York, NY|Software Engineer Intern
174000|Bloomberg|New York, NY|Senior Software Engineer - HR Engineering
122000|Reaktor|New York, NY|Software Development Engineer
71000|Synechron Inc.|New York, NY|.Net Developer
123000|Helix|New York, NY|Software Engineer
129000|Bloomberg|New York, NY|Senior NoSQL Platform Engineer
118000|InVisionApp|New York, NY|Automation Engineer, Studio
125000|World Wide Technology|New York, NY|Software Engineer
92000|Linedata|New York, NY|Software Engineer
86000|Stellar Services|New York, NY|Software Engineer
94000|CentralSquare Technologies|New York, NY|Sales Engineer - Public Safety software
88000|Kaplan Test Prep|New York, NY|Software Engineer
154000|Spotify|New York, NY|Application Security Software Engineer
175000|Interactive Brokers|New York, NY|Software Engineer
122000|IPsoft|New York, NY|Senior Software Engineer (Java/ Spring)
130000|Farfetch|New York, NY|Senior Data Scientist
150000|Bloomberg|New York, NY|Senior Build / Release Engineer: Ticker Plant
87000|Grid Dynamics|New York, NY|DevOps Engineer
174000|Bloomberg|New York, NY|Senior Software Engineer - Developer Experience
95000|Canary|New York, NY|QA Engineer
140000|Intent Media|New York, NY|Data Scientist
109000|Time, Inc.|New York, NY|Software Engineer
174000|Bloomberg|New York, NY|Senior Software Engineer - Equity
145000|Bloomberg|New York, NY|Senior Software Engineer - App Portal
162000|Tradeweb Markets LLC|Jersey City, NJ|Senior C++ Software Engineer
94000|CentralSquare Technologies|New York, NY|Sales Engineer - Public Safety software
127000|Animoto|New York, NY|Software Engineer - Platform
125000|Curalate|New York, NY|Software Engineer
150000|Bloomberg|New York, NY|Senior Web Engineer - Marketing
82000|Vettery|New York, NY|Software Engineer
119000|Two Bulls|Brooklyn, NY|Senior Software Engineer
145000|Shutterstock|New York, NY|Software Engineer
131000|Calypso Technology|New York, NY|Senior Software Engineer
96000|Integral Ad Science|New York, NY|Systems Engineer
130000|Transfix|New York, NY|Software Engineer
117000|Bloomberg|New York, NY|2019 Software Engineer Intern
118000|Vidyo|Hackensack, NJ|Software Engineer
114000|Analytic Partners|New York, NY|User Interface Software Engineer
90000|Software Development Company|New York, NY|Software Engineer
153000|MLB.com|New York, NY|Senior Software Engineer
130000|Yext|New York, NY|Software Engineer
104000|Tradeweb Markets LLC|Jersey City, NJ|C++ Software Developer
109000|Symphony|New York, NY|Platform Solutions Engineer
69000|littleBits|New York, NY|Senior Mechanical Design Engineer
109000|Northwestern Mutual|New York, NY|Senior Back-End Software Engineer
142000|JOOR|New York, NY|Software Engineer
94000|Dow Jones|New York, NY|Software Engineer
172000|Jump Trading|New York, NY|C++ Software Engineer, Trading Team
125000|Policygenius|New York, NY|Software Engineer - Full-Stack
